"ICTVnames" "accessionIDs"
"Nahjiuvirus borborovicinum" "BK013593"
"Nahrudavirus borborovivens" "BK014160"
"Nahsuvirus caenadaptatum" "BK013612"
"Nahsuvirus telluradaptatum" "BK013799"
"Nahsuvirus telluricola" "BK013812"
"Niankuvirus caenivicinum" "BK013665"
"Nihucivirus limihabitans" "BK014190"
"Niuhvovirus limivicinum" "BK014085"
"Niuhvovirus limivivens" "BK014089"
"Noehsivirus tellurivicinum" "BK013863"
"Noehsivirus tellurivivens" "BK013395"
"Nuihimevirus lutadaptatum" "BK013605"
"Oceshuvirus lutenecus" "BK014191"
"Olmsdivirus lutivivens" "BK013626"
"Omohevirus peladaptatum" "BK013614"
"Onohmuvirus pelenecus" "BK014197"
"Opdykovirus pelocola" "BK014172"
"Osigowavirus insecticola" "BK013356"
"Owenocuvirus pelohabitans" "BK014170"
"Oxychlovirus humadaptatum" "BK013491"
"Oxychlovirus terrenecus" "BK013824"
"Oxychlovirus terricola" "BK013983"
"Oxychlovirus terrihabitans" "BK013489"
"Oxychlovirus terrivicinum" "BK013569"
"Oxychlovirus terrivivens" "BK013996"
"Palsdevirus asienecus" "BK013623"
"Paysduvirus asiocola" "BK014128"
"Pehohrivirus asiohabitans" "BK013628"
"Pehohrivirus asiovicinum" "BK013651"
"Pehsaduvirus asiovivens" "BK013679"
"Pepevirus rubrum" "NC_001628"
"Perrunavirus olsenii" "NC_008294"
"Philtcovirus borboradaptatum" "BK014077"
"Phobpsivirus agradaptatum" "BK013961"
"Phobpsivirus agricola" "BK013436"
"Phulivirus agrihabitans" "BK013464"
"Phulivirus agrivicinum" "BK013487"
"Phulivirus tegeticola" "BK013366"
"Piponevirus borborenecus" "BK014113"
"Piponevirus borborocola" "BK013592"
"Pipunevirus borborohabitans" "BK014115"
"Pipunevirus borborovicinum" "BK013662"
"Pipunevirus borborovivens" "BK013608"
"Pipunevirus caenadaptatum" "BK013759"
"Pohlevirus arvadaptatum" "BK013503"
"Pohlevirus arvenecus" "BK013990"
"Pohlevirus arvicola" "BK013822"
"Pohlevirus caenicola" "BK014051"
"Pohlevirus chorovivens" "BK013916"
"Pohtamavirus caenihabitans" "BK013672"
"Poncivirus insecticola" "BK013355"
"Psehatovirus edaphadaptatum" "BK013883"
"Psehatovirus edaphenecus" "BK013513"
"Psehatovirus edaphocola" "BK013946"
"Psehatovirus edaphohabitans" "BK013519"
"Psehatovirus edaphovicinum" "BK013505"
"Psehatovirus edaphovivens" "BK013551"
"Psimevirus caenivicinum" "BK014217"
"Psimevirus pedocola" "BK013800"
"Pudlivirus limivicinum" "BK014075"
"Qubevirus durum" "NC_001890"
"Radbaivirus tellurenecus" "BK013959"
"Radbaivirus telluricola" "BK013833"
"Radbaivirus tellurihabitans" "BK013406"
"Rehihmevirus terrenecus" "BK013497"
"Rehudzovirus terrihabitans" "BK013415"
"Rusvolovirus asiadaptatum" "BK014082"
"Rusvolovirus asienecus" "BK014132"
"Scuadavirus asiohabitans" "BK014147"
"Sehcovirus asiovivens" "BK013719"
"Sehcovirus humivivens" "BK013807"
"Sehpovirus borboradaptatum" "BK013577"
"Seybrovirus borborohabitans" "BK013725"
"Shebanavirus borborovicinum" "BK013660"
"Shihovirus caenadaptatum" "BK014202"
"Sholavirus caenicola" "BK014086"
"Sholavirus caenihabitans" "BK014143"
"Sholavirus caenivicinum" "BK013613"
"Sholavirus caenivivens" "BK014183"
"Shomudavirus limadaptatum" "BK014058"
"Shuravirus limicola" "BK014068"
"Shuravirus limihabitans" "BK014073"
"Sincthavirus limivicinum" "BK013573"
"Skhembuvirus limivivens" "BK013698"
"Smudhfivirus lutadaptatum" "BK013724"
"Soetuvirus lutenecus" "BK013732"
"Sphonivirus agrivivens" "BK013933"
"Sphonivirus choradaptatum" "BK013791"
"Sphonivirus chorocola" "BK013913"
"Stehlmavirus lutihabitans" "BK013718"
"Swihdzovirus paludicola" "BK013382"
"Tahluvirus peladaptatum" "BK013729"
"Tapikevirus pelocola" "BK014103"
"Teciucevirus pelohabitans" "BK013610"
"Tehdravirus arvivicinum" "BK013892"
"Tehnexuvirus edaphadaptatum" "BK013390"
"Thidevirus edaphovivens" "BK013958"
"Thiwvovirus asienecus" "BK013649"
"Thiyevirus asiocola" "BK013683"
"Thobivirus asiohabitans" "BK014087"
"Ticahravirus asiovicinum" "BK013757"
"Tohvovirus borborohabitans" "BK013736"
"Trucevirus pedenecus" "BK013852"
"Ureyisuvirus caenihabitans" "BK014201"
"Ushumevirus caenivicinum" "BK014218"
"Vinehtivirus limenecus" "BK013656"
"Vinehtivirus limicola" "BK013687"
"Vohsuavirus limihabitans" "BK013582"
"Vohsuavirus limivicinum" "BK013735"
"Vohsuavirus pedovivens" "BK014006"
"Vohsuavirus soladaptatum" "BK013472"
"Vohsuavirus solenecus" "BK014021"
"Vohsuavirus solicola" "BK013777"
"Wahtavirus luticola" "BK013645"
"Whietlevirus defluviicola" "BK013367"
"Whilavirus pelohabitans" "BK014150"
"Wohudhevirus asienecus" "BK014145"
"Wyahnevirus asiohabitans" "BK013627"
"Yahnavirus asiovicinum" "BK014204"
"Yemegivirus asiovivens" "BK013762"
"Yohcadevirus borborocola" "BK013750"
"Yuhrihovirus borborohabitans" "BK014125"
"Yuhrihovirus borborovicinum" "BK013738"
"Yuhrihovirus borborovivens" "BK013746"
"Yuhrihovirus humenecus" "BK014003"
"Alohrdovirus borborenecus" "BK013644"
"Andihavirus borborohabitans" "BK013716"
"Dibaevirus borborocola" "BK014166"
"Dilzevirus borborohabitans" "BK013709"
"Eosonovirus caenenecus" "BK014130"
"Etdyvivirus caenicola" "BK014167"
"Fahrmivirus caenivivens" "BK014141"
"Fahrmivirus limadaptatum" "BK013710"
"Hinehbovirus caenihabitans" "BK013673"
"Insbruvirus lutivivens" "BK013621"
"Intasivirus peladaptatum" "BK014169"
"Intasivirus tellurivivens" "BK013462"
"Intasivirus terradaptatum" "BK013793"
"Intasivirus terrenecus" "BK013444"
"Intasivirus terricola" "BK013795"
"Jargovirus pelovivens" "BK014078"
"Mahshuvirus limivivens" "BK013604"
"Mintinovirus pelohabitans" "BK014154"
"Mintinovirus pelovicinum" "BK014159"
"Odiravirus lutihabitans" "BK014055"
"Oekfovirus lutivicinum" "BK013663"
"Puhrivirus limivivens" "BK014074"
"Puirovirus lutadaptatum" "BK014109"
"Puirovirus lutenecus" "BK013579"
"Sexopuavirus agricola" "BK013966"
"Thiuhmevirus pedadaptatum" "BK013478"
"Tohkunevirus borborocola" "BK014057"
"Tyrahlevirus caenicola" "BK014076"
"Vendavirus caenivivens" "BK013680"
"Voulevirus limivivens" "BK013693"
"Wishivirus defluviicola" "BK013372"
"Alehndavirus ruminicola" "BK013364"
"Bonghivirus borborenecus" "BK014097"
"Cehntrovirus agrihabitans" "BK013422"
"Dahmuivirus pelovivens" "BK013717"
"Dehgumevirus asiovivens" "BK014052"
"Dehkhevirus borboradaptatum" "BK013638"
"Gifriavirus ruminicola" "BK013362"
"Hehrovirus borborohabitans" "BK013575"
"Ivolevirus faecicola" "BK013360"
"Kahnayevirus asiovivens" "BK013741"
"Kahraivirus borboradaptatum" "BK014053"
"Kemiovirus caenivicinum" "BK014059"
"Kerishovirus limenecus" "BK013742"
"Konmavirus lutivicinum" "BK013657"
"Konmavirus lutivivens" "BK013675"
"Konmavirus peladaptatum" "BK013730"
"Lirnavirus borborovicinum" "BK014162"
"Lonzbavirus caenadaptatum" "BK013703"
"Marskhivirus piscicola" "BK013359"
"Nehohpavirus tellurenecus" "BK013876"
"Nehpavirus caenenecus" "BK013633"
"Obhoarovirus terradaptatum" "BK013428"
"Pacehavirus humicola" "BK013460"
"Pacehavirus pelovicinum" "BK013634"
"Pacehavirus pelovivens" "BK014181"
"Pahdacivirus asiadaptatum" "BK013681"
"Rhohmbavirus terrivicinum" "BK013518"
"Semodevirus borborenecus" "BK013584"
"Shihmovirus borborovivens" "BK013590"
"Shihwivirus caenenecus" "BK013740"
"Tibirnivirus paludicola" "BK013380"
"Tinebovirus borborenecus" "BK013586"
"Wahdswovirus lutenecus" "BK014163"
"Yenihzavirus borboradaptatum" "BK013587"
"Abakapovirus asiadaptatum" "BK014124"
"Abakapovirus humadaptatum" "BK013543"
"Abakapovirus humenecus" "BK013818"
"Abakapovirus humicola" "BK014038"
"Achlievirus humihabitans" "BK013952"
"Adahmuvirus asiocola" "BK014065"
"Alehxovirus agradaptatum" "BK014025"
"Alehxovirus agrenecus" "BK013537"
"Alehxovirus agricola" "BK013555"
"Alehxovirus agrihabitans" "BK013861"
"Alehxovirus asiohabitans" "BK014107"
"Alehxovirus asiovicinum" "BK014117"
"Alehxovirus asiovivens" "BK013670"
"Alehxovirus borboradaptatum" "BK014200"
"Alehxovirus humivicinum" "BK013904"
"Alehxovirus humivivens" "BK013398"
"Aphenovirus arvadaptatum" "BK013782"
"Aphenovirus arvicola" "BK013869"
"Aphenovirus chorovivens" "BK013515"
"Arawsmovirus borborovivens" "BK014126"
"Arctuvirus arvivicinum" "BK013907"
"Arctuvirus arvivivens" "BK013898"
"Arctuvirus edaphadaptatum" "BK013842"
"Arctuvirus edaphenecus" "BK014013"
"Arctuvirus edaphocola" "BK013994"
"Arctuvirus edaphohabitans" "BK014034"
"Arctuvirus edaphovicinum" "BK013912"
"Arctuvirus edaphovivens" "BK013860"
"Arctuvirus pedadaptatum" "BK013387"
"Arctuvirus pedocola" "BK013874"
"Arpirivirus pedenecus" "BK013850"
"Arpirivirus pedohabitans" "BK013978"
"Ashcevirus caenenecus" "BK014187"
"Bahnicevirus chthonadaptatum" "BK013797"
"Bahnicevirus chthonenecus" "BK013544"
"Bahnicevirus chthonocola" "BK013868"
"Bahnicevirus chthonohabitans" "BK013810"
"Bahnicevirus chthonovicinum" "BK013508"
"Bahnicevirus chthonovivens" "BK013525"
"Bahnicevirus defluviicola" "BK013370"
"Bahnicevirus geoadaptatum" "BK013788"
"Bahnicevirus geocola" "BK013509"
"Bahnicevirus geoenecus" "BK013530"
"Bahnicevirus geohabitans" "BK013922"
"Bahnicevirus geovicinum" "BK013529"
"Bahnicevirus geovivens" "BK013841"
"Bahnicevirus limenecus" "BK013648"
"Bahnicevirus limicola" "BK013589"
"Bahnicevirus limihabitans" "BK013731"
"Bahnicevirus pedovicinum" "BK013905"
"Bahnicevirus pedovivens" "BK013971"
"Bahnicevirus soladaptatum" "BK013805"
"Bahnicevirus solenecus" "BK013496"
"Bahnicevirus solicola" "BK013520"
"Bahnicevirus solihabitans" "BK013815"
"Bahnicevirus solivicinum" "BK013532"
"Bahnicevirus solivivens" "BK014020"
"Bahnicevirus telluradaptatum" "BK013984"
"Bahnicevirus tellurenecus" "BK013835"
"Bahnicevirus telluricola" "BK013536"
"Bahnicevirus tellurihabitans" "BK013941"
"Bahnicevirus tellurivicinum" "BK013431"
"Bahnicevirus tellurivivens" "BK014008"
"Bahnicevirus terradaptatum" "BK013517"
"Bahnicevirus terricola" "BK013771"
"Belbovirus lutenecus" "BK013723"
"Berdovirus luticola" "BK014108"
"Bicehmovirus lutivivens" "BK013647"
"Bicehmovirus peladaptatum" "BK014131"
"Bicehmovirus pelenecus" "BK014210"
"Bidhavirus pelocola" "BK013652"
"Brikhyavirus terrivicinum" "BK013992"
"Cahrlavirus caenivicinum" "BK014102"
"Cahtavirus humihabitans" "BK013865"
"Catindovirus agricola" "BK014044"
"Cebevirus agrenecus" "BK013776"
"Cebevirus halophobicum" "NC_019453"
"Chlurivirus chorocola" "BK013418"
"Chorovirus peladaptatum" "BK013576"
"Clitovirus chorohabitans" "BK013401"
"Cohrdavirus arvadaptatum" "BK013475"
"Cohrdavirus chorovicinum" "BK013425"
"Cohrdavirus chorovivens" "BK013542"
"Controvirus defluviicola" "BK013371"
"Cunarovirus edaphovivens" "BK014019"
"Cunarovirus pedadaptatum" "BK013474"
"Cunarovirus pedenecus" "BK013774"
"Cunarovirus pedocola" "BK013908"
"Cunarovirus pedovicinum" "BK013886"
"Cunarovirus pedovivens" "BK013938"
"Cunarovirus pelovicinum" "BK013763"
"Cunavirus pedohabitans" "BK013853"
"Dohnjavirus caenadaptatum" "BK013642"
"Endehruvirus chthonenecus" "BK013979"
"Endehruvirus chthonocola" "BK013412"
"Eregrovirus chthonohabitans" "BK013789"
"Erimutivirus chthonovicinum" "BK013571"
"Fagihovirus caenihabitans" "BK014213"
"Fagihovirus chthonovivens" "BK013873"
"Fejonovirus limenecus" "BK013756"
"Ferahgovirus geoadaptatum" "BK013944"
"Fluruvirus limivicinum" "BK014091"
"Frobavirus limivivens" "BK014168"
"Fudhoevirus lutadaptatum" "BK014135"
"Fudhoevirus lutenecus" "BK014071"
"Gahmegovirus lutivicinum" "BK013704"
"Garnievirus lutivivens" "BK014084"
"Gehrmavirus geocola" "BK013399"
"Gehrmavirus pelocola" "BK013600"
"Gernuduvirus geoenecus" "BK013826"
"Gihfavirus geohabitans" "BK013998"
"Gihfavirus pelohabitans" "BK013632"
"Gredihovirus agradaptatum" "BK014010"
"Gredihovirus agrenecus" "BK013843"
"Gredihovirus agricola" "BK013804"
"Gredihovirus agrihabitans" "BK013463"
"Gredihovirus agrivicinum" "BK013816"
"Gredihovirus agrivivens" "BK013903"
"Gredihovirus arvadaptatum" "BK014012"
"Gredihovirus arvenecus" "BK013565"
"Gredihovirus arvicola" "BK013535"
"Gredihovirus arvihabitans" "BK014045"
"Gredihovirus arvivicinum" "BK013435"
"Gredihovirus arvivivens" "BK013924"
"Gredihovirus asienecus" "BK013705"
"Gredihovirus choradaptatum" "BK013493"
"Gredihovirus chorenecus" "BK013495"
"Gredihovirus chorocola" "BK013960"
"Gredihovirus chorohabitans" "BK013409"
"Gredihovirus chorovicinum" "BK013417"
"Gredihovirus chorovivens" "BK013832"
"Gredihovirus chthonadaptatum" "BK013494"
"Gredihovirus chthonenecus" "BK014033"
"Gredihovirus chthonocola" "BK014015"
"Gredihovirus chthonohabitans" "BK014022"
"Gredihovirus chthonovicinum" "BK013845"
"Gredihovirus chthonovivens" "BK013895"
"Gredihovirus edaphadaptatum" "BK013386"
"Gredihovirus edaphenecus" "BK013808"
"Gredihovirus edaphocola" "BK013973"
"Gredihovirus edaphohabitans" "BK013411"
"Gredihovirus edaphovicinum" "BK013866"
"Gredihovirus edaphovivens" "BK013839"
"Gredihovirus geoadaptatum" "BK013397"
"Gredihovirus geocola" "BK013928"
"Gredihovirus geoenecus" "BK013461"
"Gredihovirus geohabitans" "BK013482"
"Gredihovirus geovicinum" "BK013982"
"Gredihovirus geovivens" "BK013803"
"Gredihovirus humadaptatum" "BK013896"
"Gredihovirus humenecus" "BK014042"
"Gredihovirus humicola" "BK014029"
"Gredihovirus humihabitans" "BK013458"
"Gredihovirus humivicinum" "BK013909"
"Gredihovirus humivivens" "BK013976"
"Gredihovirus neoagrenecus" "BK013956"
"Gredihovirus neoagricola" "BK013449"
"Gredihovirus neoagrihabitans" "BK013558"
"Gredihovirus neoagrivicinum" "BK013779"
"Gredihovirus neoagrivivens" "BK013468"
"Gredihovirus neochoradaptatum" "BK013408"
"Gredihovirus neochorenecus" "BK013965"
"Gredihovirus neochorocola" "BK013962"
"Gredihovirus neochorohabitans" "BK013940"
"Gredihovirus neochorovicinum" "BK013991"
"Gredihovirus neochorovivens" "BK013432"
"Gredihovirus neohumadaptatum" "BK013796"
"Gredihovirus neohumenecus" "BK013930"
"Gredihovirus neohumicola" "BK013813"
"Gredihovirus neohumihabitans" "BK013884"
"Gredihovirus neohumivicinum" "BK013450"
"Gredihovirus neohumivivens" "BK013775"
"Gredihovirus neotellurenecus" "BK013560"
"Gredihovirus neotelluricola" "BK013383"
"Gredihovirus neotellurihabitans" "BK013388"
"Gredihovirus neotellurivicinum" "BK013391"
"Gredihovirus neotellurivivens" "BK013817"
"Gredihovirus neoterradaptatum" "BK014004"
"Gredihovirus neoterrenecus" "BK013814"
"Gredihovirus neoterricola" "BK013974"
"Gredihovirus neoterrihabitans" "BK013794"
"Gredihovirus neoterrivicinum" "BK013828"
"Gredihovirus neoterrivivens" "BK013501"
"Gredihovirus paludicola" "BK013381"
"Gredihovirus pedadaptatum" "BK013404"
"Gredihovirus pedenecus" "BK013867"
"Gredihovirus pedocola" "BK014005"
"Gredihovirus pedohabitans" "BK013479"
"Gredihovirus pedovicinum" "BK013400"
"Gredihovirus pedovivens" "BK013879"
"Gredihovirus soladaptatum" "BK013566"
"Gredihovirus solenecus" "BK013506"
"Gredihovirus solicola" "BK013410"
"Gredihovirus solihabitans" "BK013829"
"Gredihovirus solivicinum" "BK013507"
"Gredihovirus solivivens" "BK013430"
"Gredihovirus telluradaptatum" "BK013550"
"Gredihovirus tellurenecus" "BK013457"
"Gredihovirus telluricola" "BK013999"
"Gredihovirus tellurihabitans" "BK013559"
"Gredihovirus tellurivicinum" "BK013881"
"Gredihovirus tellurivivens" "BK013459"
"Gredihovirus terradaptatum" "BK013568"
"Gredihovirus terrenecus" "BK013402"
"Gredihovirus terricola" "BK013939"
"Gredihovirus terrihabitans" "BK013541"
"Gredihovirus terrivicinum" "BK013394"
"Gredihovirus terrivivens" "BK013837"
"Gulmivirus arvadaptatum" "BK013500"
"Gulmivirus arvenecus" "BK013470"
"Gulmivirus arvicola" "BK013942"
"Gulmivirus arvihabitans" "BK013393"
"Gulmivirus arvivicinum" "BK013997"
"Gulmivirus asiohabitans" "BK013578"
"Gulmivirus asiovicinum" "BK014048"
"Gulmivirus asiovivens" "BK014179"
"Hahkesevirus borborocola" "BK013588"
"Henifovirus borborovivens" "BK014178"
"Henifovirus caenadaptatum" "BK014184"
"Hohltdevirus edaphenecus" "BK013894"
"Hohltdevirus edaphocola" "BK013801"
"Hohrdovirus caenivivens" "BK014138"
"Hohrdovirus edaphohabitans" "BK013451"
"Hohrdovirus edaphovicinum" "BK013964"
"Hohrdovirus edaphovivens" "BK013985"
"Hohrdovirus limadaptatum" "BK014148"
"Hohrdovirus pedadaptatum" "BK013955"
"Hohrdovirus pedenecus" "BK014026"
"Hohrdovirus pedocola" "BK013527"
"Hohrdovirus pedohabitans" "BK013385"
"Hohrdovirus pedovicinum" "BK013552"
"Hohrdovirus pedovivens" "BK013510"
"Hohrdovirus soladaptatum" "BK013441"
"Hohrdovirus solenecus" "BK013836"
"Hohrdovirus solicola" "BK013556"
"Hohrdovirus solihabitans" "BK013467"
"Huhbevirus chthonadaptatum" "BK013488"
"Huhbevirus chthonenecus" "BK013504"
"Huhbevirus chthonocola" "BK013557"
"Huhbevirus chthonohabitans" "BK013769"
"Huhbevirus chthonovicinum" "BK013871"
"Huhbevirus chthonovivens" "BK013424"
"Huhbevirus geoadaptatum" "BK013953"
"Huhbevirus solivicinum" "BK013950"
"Huhbevirus solivivens" "BK013426"
"Huohcivirus geoenecus" "BK013963"
"Huylevirus limihabitans" "BK013659"
"Hyjrovirus geohabitans" "BK013897"
"Hylipavirus geovicinum" "BK013798"
"Iwahcevirus pelovicinum" "BK013601"
"Jiforsuvirus asiadaptatum" "BK013658"
"Kecijavirus borborocola" "BK014199"
"Kecuhnavirus borborohabitans" "BK014161"
"Kecuhnavirus borborovicinum" "BK014216"
"Kecuhnavirus terrivicinum" "BK013423"
"Kehruavirus agradaptatum" "BK013567"
"Kehruavirus agricola" "BK013937"
"Kehruavirus humadaptatum" "BK013481"
"Kehruavirus humenecus" "BK013932"
"Kehruavirus humicola" "BK013830"
"Kehruavirus humihabitans" "BK013476"
"Kehruavirus humivicinum" "BK013887"
"Kehruavirus humivivens" "BK013834"
"Kehruavirus terrivivens" "BK013465"
"Kihsiravirus limivicinum" "BK014196"
"Kinglevirus lutadaptatum" "BK014080"
"Kyanivirus asiadaptatum" "BK013734"
"Kyanivirus pelovivens" "BK013596"
"Laimuvirus asiocola" "BK013671"
"Lazuovirus agrenecus" "BK013914"
"Lehptavirus agrihabitans" "BK013993"
"Lehptavirus agrivicinum" "BK013943"
"Lehptavirus agrivivens" "BK013878"
"Lehptavirus choradaptatum" "BK013389"
"Lehptavirus chorenecus" "BK013872"
"Lehptavirus chorocola" "BK013968"
"Lihvevirus borborenecus" "BK014152"
"Limaivirus borborocola" "BK013641"
"Limaivirus borborohabitans" "BK014114"
"Lomnativirus arvihabitans" "BK013864"
"Loptevirus arvivicinum" "BK013538"
"Loptevirus arvivivens" "BK013446"
"Loptevirus caenenecus" "BK014064"
"Luloavirus caenihabitans" "BK013694"
"Luloavirus edaphadaptatum" "BK013563"
"Luloavirus edaphenecus" "BK014030"
"Luloavirus edaphocola" "BK013857"
"Lygehevirus pedocola" "BK013486"
"Lyndovirus caenivicinum" "BK014144"
"Mahdsavirus limadaptatum" "BK013599"
"Mahjnavirus limenecus" "BK013712"
"Metsavirus lutivivens" "BK014193"
"Milihnovirus solihabitans" "BK014024"
"Minusuvirus solivicinum" "BK014007"
"Mocruvirus chthonadaptatum" "BK013851"
"Mocruvirus chthonocola" "BK013954"
"Mocruvirus solivivens" "BK014043"
"Molucevirus chthonohabitans" "BK013809"
"Molucevirus chthonovicinum" "BK013516"
"Molucevirus chthonovivens" "BK013512"
"Molucevirus geoadaptatum" "BK013484"
"Nehumivirus tellurihabitans" "BK013890"
"Nihlwovirus limenecus" "BK014133"
"Nihlwovirus limicola" "BK014139"
"Ociwvivirus luticola" "BK013691"
"Pahspavirus humihabitans" "BK013970"
"Patimovirus humivicinum" "BK013858"
"Pepusduvirus humivivens" "BK013844"
"Phulihavirus agrenecus" "BK014014"
"Pirifovirus chorenecus" "BK013920"
"Pirifovirus chorohabitans" "BK013572"
"Pirifovirus chorovicinum" "BK014041"
"Podtsbuvirus caenenecus" "BK014121"
"Pohlodivirus arvihabitans" "BK013419"
"Psiaduvirus pedadaptatum" "BK013988"
"Psouhdivirus caenivivens" "BK014090"
"Psouhdivirus limadaptatum" "BK013668"
"Psouhdivirus limenecus" "BK014137"
"Psouhdivirus limicola" "BK013595"
"Psouhdivirus limihabitans" "BK013733"
"Psouhdivirus pedohabitans" "BK013825"
"Psouhdivirus pedovicinum" "BK013384"
"Puduphavirus pedovivens" "BK013447"
"Pujohnavirus chthonadaptatum" "BK013540"
"Pujohnavirus chthonenecus" "BK013790"
"Pujohnavirus chthonocola" "BK013917"
"Pujohnavirus chthonohabitans" "BK013466"
"Pujohnavirus chthonovicinum" "BK013926"
"Pujohnavirus chthonovivens" "BK013969"
"Pujohnavirus geoadaptatum" "BK013553"
"Pujohnavirus geocola" "BK013546"
"Pujohnavirus geoenecus" "BK013477"
"Pujohnavirus geohabitans" "BK013889"
"Pujohnavirus geovicinum" "BK013407"
"Pujohnavirus geovivens" "BK013561"
"Pujohnavirus soladaptatum" "BK013811"
"Pujohnavirus solenecus" "BK013947"
"Pujohnavirus solicola" "BK013989"
"Pujohnavirus solihabitans" "BK013931"
"Pujohnavirus solivicinum" "BK013570"
"Pujohnavirus solivivens" "BK013786"
"Pujohnavirus telluradaptatum" "BK013523"
"Rodtovirus pelovivens" "BK013686"
"Rohsdrivirus humadaptatum" "BK014027"
"Rohsdrivirus terrivivens" "BK013820"
"Sdenfavirus asiovicinum" "BK014176"
"Setohruvirus agradaptatum" "BK013919"
"Setohruvirus borborocola" "BK014118"
"Sidiruavirus agrenecus" "BK013439"
"Snuwdevirus agrivicinum" "BK013923"
